reporting_date,cohort_id,origination_date,fico_tier,interest_rate_type,npl_ratio,fdtr_index,unemployment_rate,inflation_rate,wage_growth
2021-04-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0536,0.25,6.1,4.2,0.6
2021-05-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0535,0.25,5.8,5.0,2.3
2021-06-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0513,0.25,5.9,5.4,3.9
2021-07-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0536,0.25,5.4,5.4,4.3
2021-08-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0541,0.25,5.1,5.3,4.4
2021-09-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0521,0.25,4.7,5.4,5.0
2021-10-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0577,0.25,4.5,6.2,5.4
2021-11-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0566,0.25,4.1,6.8,5.4
2021-12-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0545,0.25,3.9,7.0,4.9
2022-01-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0551,0.25,4.0,7.5,5.6
2022-02-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0554,0.25,3.9,7.9,5.3
2022-03-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0508,0.5,3.7,8.5,5.9
2022-04-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0542,0.5,3.7,8.3,5.8
2022-05-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.053,1.0,3.6,8.6,5.6
2022-06-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0971,1.75,3.6,9.1,5.4
2022-07-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0981,2.5,3.5,8.5,5.5
2022-08-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.1018,2.5,3.6,8.3,5.4
2022-09-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0989,3.25,3.5,8.2,5.1
2022-10-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0959,3.25,3.6,7.7,5.0
2022-11-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0976,4.0,3.6,7.1,5.1
2022-12-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0985,4.5,3.5,6.5,4.9
2023-01-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0968,4.5,3.5,6.4,4.5
2023-02-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0943,4.75,3.6,6.0,4.8
2023-03-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0921,5.0,3.5,5.0,4.6
2023-04-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.094,5.0,3.4,4.9,4.6
2023-05-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0925,5.25,3.6,4.0,4.4
2023-06-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0927,5.25,3.6,3.0,4.7
2023-07-01,C_202007_S_V,2020-07-01,Subprime,Variable,0.0913,5.5,3.5,3.2,4.7
2020-09-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.018,,,,
2020-10-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0157,,,,
2020-11-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0202,,,,
2020-12-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0188,,,,
2021-01-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0234,0.25,6.4,1.4,5.3
2021-02-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0186,0.25,6.2,1.7,5.3
2021-03-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0242,0.25,6.1,2.6,4.5
2021-04-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0218,0.25,6.1,4.2,0.6
2021-05-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0208,0.25,5.8,5.0,2.3
2021-06-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0217,0.25,5.9,5.4,3.9
2021-07-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0226,0.25,5.4,5.4,4.3
2021-08-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0245,0.25,5.1,5.3,4.4
2021-09-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0251,0.25,4.7,5.4,5.0
2021-10-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0232,0.25,4.5,6.2,5.4
2021-11-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0246,0.25,4.1,6.8,5.4
2021-12-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0291,0.25,3.9,7.0,4.9
2022-01-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0284,0.25,4.0,7.5,5.6
2022-02-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0259,0.25,3.9,7.9,5.3
2022-03-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.025,0.5,3.7,8.5,5.9
2022-04-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0251,0.5,3.7,8.3,5.8
2022-05-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0259,1.0,3.6,8.6,5.6
2022-06-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0224,1.75,3.6,9.1,5.4
2022-07-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0235,2.5,3.5,8.5,5.5
2022-08-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0203,2.5,3.6,8.3,5.4
2022-09-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.024,3.25,3.5,8.2,5.1
2022-10-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.024,3.25,3.6,7.7,5.0
2022-11-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0211,4.0,3.6,7.1,5.1
2022-12-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0246,4.5,3.5,6.5,4.9
2023-01-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0183,4.5,3.5,6.4,4.5
2023-02-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0171,4.75,3.6,6.0,4.8
2023-03-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0197,5.0,3.5,5.0,4.6
2023-04-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0205,5.0,3.4,4.9,4.6
2023-05-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.021,5.25,3.6,4.0,4.4
2023-06-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0158,5.25,3.6,3.0,4.7
2023-07-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.018,5.5,3.5,3.2,4.7
2023-08-01,C_202008_P_F,2020-08-01,Prime,Fixed,0.0149,5.5,3.7,3.7,4.5
2020-09-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0155,,,,
2020-10-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0185,,,,
2020-11-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0189,,,,
2020-12-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0153,,,,
2021-01-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0222,0.25,6.4,1.4,5.3
2021-02-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0228,0.25,6.2,1.7,5.3
2021-03-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0195,0.25,6.1,2.6,4.5
2021-04-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0222,0.25,6.1,4.2,0.6
2021-05-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0231,0.25,5.8,5.0,2.3
2021-06-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0232,0.25,5.9,5.4,3.9
2021-07-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0221,0.25,5.4,5.4,4.3
2021-08-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0223,0.25,5.1,5.3,4.4
2021-09-01,C_202008_P_V,2020-08-01,Prime,Variable,0.024,0.25,4.7,5.4,5.0
2021-10-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0267,0.25,4.5,6.2,5.4
2021-11-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0257,0.25,4.1,6.8,5.4
2021-12-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0241,0.25,3.9,7.0,4.9
2022-01-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0265,0.25,4.0,7.5,5.6
2022-02-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0193,0.25,3.9,7.9,5.3
2022-03-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0273,0.5,3.7,8.5,5.9
2022-04-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0214,0.5,3.7,8.3,5.8
2022-05-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0239,1.0,3.6,8.6,5.6
2022-06-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0522,1.75,3.6,9.1,5.4
2022-07-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0515,2.5,3.5,8.5,5.5
2022-08-01,C_202008_P_V,2020-08-01,Prime,Variable,0.056,2.5,3.6,8.3,5.4
2022-09-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0523,3.25,3.5,8.2,5.1
2022-10-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0534,3.25,3.6,7.7,5.0
2022-11-01,C_202008_P_V,2020-08-01,Prime,Variable,0.052,4.0,3.6,7.1,5.1
2022-12-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0524,4.5,3.5,6.5,4.9
2023-01-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0509,4.5,3.5,6.4,4.5
2023-02-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0474,4.75,3.6,6.0,4.8
2023-03-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0512,5.0,3.5,5.0,4.6
2023-04-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0474,5.0,3.4,4.9,4.6
2023-05-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0445,5.25,3.6,4.0,4.4
2023-06-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0459,5.25,3.6,3.0,4.7
2023-07-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0489,5.5,3.5,3.2,4.7
2023-08-01,C_202008_P_V,2020-08-01,Prime,Variable,0.0467,5.5,3.7,3.7,4.5
2020-09-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0452,,,,
2020-10-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.046,,,,
2020-11-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0469,,,,
2020-12-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0526,,,,
2021-01-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.05,0.25,6.4,1.4,5.3
2021-02-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0509,0.25,6.2,1.7,5.3
2021-03-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0528,0.25,6.1,2.6,4.5
2021-04-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0519,0.25,6.1,4.2,0.6
2021-05-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0516,0.25,5.8,5.0,2.3
2021-06-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0523,0.25,5.9,5.4,3.9
2021-07-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.053,0.25,5.4,5.4,4.3
2021-08-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0536,0.25,5.1,5.3,4.4
2021-09-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0555,0.25,4.7,5.4,5.0
2021-10-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0545,0.25,4.5,6.2,5.4
2021-11-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0561,0.25,4.1,6.8,5.4
2021-12-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0547,0.25,3.9,7.0,4.9
2022-01-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0551,0.25,4.0,7.5,5.6
2022-02-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.051,0.25,3.9,7.9,5.3
2022-03-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0568,0.5,3.7,8.5,5.9
2022-04-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0555,0.5,3.7,8.3,5.8
2022-05-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0567,1.0,3.6,8.6,5.6
2022-06-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0486,1.75,3.6,9.1,5.4
2022-07-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0582,2.5,3.5,8.5,5.5
2022-08-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0534,2.5,3.6,8.3,5.4
2022-09-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0554,3.25,3.5,8.2,5.1
2022-10-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0506,3.25,3.6,7.7,5.0
2022-11-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0533,4.0,3.6,7.1,5.1
2022-12-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0493,4.5,3.5,6.5,4.9
2023-01-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0495,4.5,3.5,6.4,4.5
2023-02-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0538,4.75,3.6,6.0,4.8
2023-03-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0488,5.0,3.5,5.0,4.6
2023-04-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0489,5.0,3.4,4.9,4.6
2023-05-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0493,5.25,3.6,4.0,4.4
2023-06-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0477,5.25,3.6,3.0,4.7
2023-07-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0462,5.5,3.5,3.2,4.7
2023-08-01,C_202008_S_F,2020-08-01,Subprime,Fixed,0.0457,5.5,3.7,3.7,4.5
2020-09-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0507,,,,
2020-10-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0466,,,,
2020-11-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.048,,,,
2020-12-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0505,,,,
2021-01-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0514,0.25,6.4,1.4,5.3
2021-02-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0524,0.25,6.2,1.7,5.3
2021-03-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.052,0.25,6.1,2.6,4.5
2021-04-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0491,0.25,6.1,4.2,0.6
2021-05-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0553,0.25,5.8,5.0,2.3
2021-06-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0504,0.25,5.9,5.4,3.9
2021-07-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0538,0.25,5.4,5.4,4.3
2021-08-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0522,0.25,5.1,5.3,4.4
2021-09-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0539,0.25,4.7,5.4,5.0
2021-10-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0551,0.25,4.5,6.2,5.4
2021-11-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0553,0.25,4.1,6.8,5.4
2021-12-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0557,0.25,3.9,7.0,4.9
2022-01-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0582,0.25,4.0,7.5,5.6
2022-02-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0559,0.25,3.9,7.9,5.3
2022-03-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0545,0.5,3.7,8.5,5.9
2022-04-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0568,0.5,3.7,8.3,5.8
2022-05-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.057,1.0,3.6,8.6,5.6
2022-06-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0969,1.75,3.6,9.1,5.4
2022-07-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.1003,2.5,3.5,8.5,5.5
2022-08-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.1001,2.5,3.6,8.3,5.4
2022-09-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0976,3.25,3.5,8.2,5.1
2022-10-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.1004,3.25,3.6,7.7,5.0
2022-11-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0968,4.0,3.6,7.1,5.1
2022-12-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0967,4.5,3.5,6.5,4.9
2023-01-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0954,4.5,3.5,6.4,4.5
2023-02-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.095,4.75,3.6,6.0,4.8
2023-03-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.092,5.0,3.5,5.0,4.6
2023-04-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0905,5.0,3.4,4.9,4.6
2023-05-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0958,5.25,3.6,4.0,4.4
2023-06-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.09,5.25,3.6,3.0,4.7
2023-07-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0889,5.5,3.5,3.2,4.7
2023-08-01,C_202008_S_V,2020-08-01,Subprime,Variable,0.0857,5.5,3.7,3.7,4.5
2020-10-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0146,,,,
2020-11-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0141,,,,
2020-12-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0209,,,,
2021-01-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0204,0.25,6.4,1.4,5.3
2021-02-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0178,0.25,6.2,1.7,5.3
2021-03-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0245,0.25,6.1,2.6,4.5
2021-04-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0227,0.25,6.1,4.2,0.6
2021-05-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0208,0.25,5.8,5.0,2.3
2021-06-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0171,0.25,5.9,5.4,3.9
2021-07-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0272,0.25,5.4,5.4,4.3
2021-08-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0204,0.25,5.1,5.3,4.4
2021-09-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0204,0.25,4.7,5.4,5.0
2021-10-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0261,0.25,4.5,6.2,5.4
2021-11-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0293,0.25,4.1,6.8,5.4
2021-12-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0274,0.25,3.9,7.0,4.9
2022-01-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.026,0.25,4.0,7.5,5.6
2022-02-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0262,0.25,3.9,7.9,5.3
2022-03-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0267,0.5,3.7,8.5,5.9
2022-04-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0265,0.5,3.7,8.3,5.8
2022-05-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0254,1.0,3.6,8.6,5.6
2022-06-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0249,1.75,3.6,9.1,5.4
2022-07-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0243,2.5,3.5,8.5,5.5
2022-08-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0226,2.5,3.6,8.3,5.4
2022-09-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0231,3.25,3.5,8.2,5.1
2022-10-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0198,3.25,3.6,7.7,5.0
2022-11-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0225,4.0,3.6,7.1,5.1
2022-12-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0201,4.5,3.5,6.5,4.9
2023-01-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0192,4.5,3.5,6.4,4.5
2023-02-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0211,4.75,3.6,6.0,4.8
2023-03-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0228,5.0,3.5,5.0,4.6
2023-04-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0211,5.0,3.4,4.9,4.6
2023-05-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0153,5.25,3.6,4.0,4.4
2023-06-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0156,5.25,3.6,3.0,4.7
2023-07-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0186,5.5,3.5,3.2,4.7
2023-08-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0139,5.5,3.7,3.7,4.5
2023-09-01,C_202009_P_F,2020-09-01,Prime,Fixed,0.0146,5.5,3.7,3.7,4.4
2020-10-01,C_202009_P_V,2020-09-01,Prime,Variable,0.017,,,,
2020-11-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0148,,,,
2020-12-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0178,,,,
2021-01-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0158,0.25,6.4,1.4,5.3
2021-02-01,C_202009_P_V,2020-09-01,Prime,Variable,0.018,0.25,6.2,1.7,5.3
2021-03-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0206,0.25,6.1,2.6,4.5
2021-04-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0175,0.25,6.1,4.2,0.6
2021-05-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0223,0.25,5.8,5.0,2.3
2021-06-01,C_202009_P_V,2020-09-01,Prime,Variable,0.022,0.25,5.9,5.4,3.9
2021-07-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0238,0.25,5.4,5.4,4.3
2021-08-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0236,0.25,5.1,5.3,4.4
2021-09-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0264,0.25,4.7,5.4,5.0
2021-10-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0243,0.25,4.5,6.2,5.4
2021-11-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0235,0.25,4.1,6.8,5.4
2021-12-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0249,0.25,3.9,7.0,4.9
2022-01-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0259,0.25,4.0,7.5,5.6
2022-02-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0251,0.25,3.9,7.9,5.3
2022-03-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0251,0.5,3.7,8.5,5.9
2022-04-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0236,0.5,3.7,8.3,5.8
2022-05-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0235,1.0,3.6,8.6,5.6
2022-06-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0519,1.75,3.6,9.1,5.4
2022-07-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0579,2.5,3.5,8.5,5.5
2022-08-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0516,2.5,3.6,8.3,5.4
2022-09-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0523,3.25,3.5,8.2,5.1
2022-10-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0518,3.25,3.6,7.7,5.0
2022-11-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0545,4.0,3.6,7.1,5.1
2022-12-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0515,4.5,3.5,6.5,4.9
2023-01-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0539,4.5,3.5,6.4,4.5
2023-02-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0494,4.75,3.6,6.0,4.8
2023-03-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0506,5.0,3.5,5.0,4.6
2023-04-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0476,5.0,3.4,4.9,4.6
2023-05-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0527,5.25,3.6,4.0,4.4
2023-06-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0452,5.25,3.6,3.0,4.7
2023-07-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0474,5.5,3.5,3.2,4.7
2023-08-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0471,5.5,3.7,3.7,4.5
2023-09-01,C_202009_P_V,2020-09-01,Prime,Variable,0.0458,5.5,3.7,3.7,4.4
2020-10-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0455,,,,
2020-11-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0465,,,,
2020-12-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0477,,,,
2021-01-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0481,0.25,6.4,1.4,5.3
2021-02-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0512,0.25,6.2,1.7,5.3
2021-03-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0544,0.25,6.1,2.6,4.5
2021-04-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0496,0.25,6.1,4.2,0.6
2021-05-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0487,0.25,5.8,5.0,2.3
2021-06-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0519,0.25,5.9,5.4,3.9
2021-07-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0578,0.25,5.4,5.4,4.3
2021-08-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0516,0.25,5.1,5.3,4.4
2021-09-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0569,0.25,4.7,5.4,5.0
2021-10-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0574,0.25,4.5,6.2,5.4
2021-11-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0533,0.25,4.1,6.8,5.4
2021-12-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0558,0.25,3.9,7.0,4.9
2022-01-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0581,0.25,4.0,7.5,5.6
2022-02-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0542,0.25,3.9,7.9,5.3
2022-03-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0546,0.5,3.7,8.5,5.9
2022-04-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0538,0.5,3.7,8.3,5.8
2022-05-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0528,1.0,3.6,8.6,5.6
2022-06-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0534,1.75,3.6,9.1,5.4
2022-07-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0519,2.5,3.5,8.5,5.5
2022-08-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0541,2.5,3.6,8.3,5.4
2022-09-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0521,3.25,3.5,8.2,5.1
2022-10-01,C_202009_S_F,2020-09-01,Subprime,Fixed,0.0537,3.25,3.6,7.7,5.0
